GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECIS,SOURCE,NOTES,FATALITIES
500,4119UGA,93322,12/12/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,The Observer,Fuel pump operators protest disappointment with government actions when fuel pumps were closed for failure to obtain licenses,0
500,4120UGA,93323,15/12/2012,2012,3,Non-violent activity by a conflict actor,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,,,0,20,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,New Vision,ADF rebels said to be recruiting actively in Kampala,0
500,4121UGA,93324,20/12/2012,2012,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Wakiso,,Kireka,0.3475,32.64917,1,New Vision,MPs and other protest after pathologist investigating death of fellow MP is arrested,0
500,4122UGA,93325,21/12/2012,2012,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,New Vision,Workers rampage and hold employers captive over several days in protest over lack of payments; police intervene to defuse the situation,0
500,4123UGA,93326,22/12/2012,2012,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,New Vision,Workers rampage and hold employers captive over several days in protest over lack of payments; police intervene to defuse the situation,0
500,4126UGA,93329,23/12/2012,2012,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Unidentified Armed Group (Uganda),Unidentified Armed Group (Congo),3,13,Uganda,Western,Kabarole,,Njala,0.66667,30.3,1,New Vision,Police arrest Uganda MP as he held a meeting with an unspecified Congolese rebel group and several Ugandan soldiers. The group was allegedly plotting the overthrow the government,0
500,4125UGA,93328,23/12/2012,2012,1,Riots/Protests,Rioters (Uganda),NRM: National Resistance Movement,5,Police Forces of Uganda (1986-),,1,15,Uganda,Elgon,Butaleja,,Butaleja,0.9155,33.9541,1,New Vision,Angry NRM members throw registration cards and stones at police in protest during funeral for Butajela MP who died in unclear circumstances,0
500,4124UGA,93327,23/12/2012,2012,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,New Vision,Workers rampage and hold employers captive over several days in protest over lack of payments; police intervene to defuse the situation,0
500,4127UGA,93330,24/12/2012,2012,1,Violence against civilians,Vigilante Militia (Uganda),,4,Civilians (Uganda),,7,47,Uganda,Central 1,Wakiso,,Kireka,0.34806,32.5,1,New Vision,Vigilante mob kills boy they accused of stealing a cell phone,1
500,4128UGA,93331,27/12/2012,2012,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,Central 1,Kampala,,Makindye,0.2833,32.5833,1,New Vision,Riotous mob attack police commissioner who was trying to evict them from illegal settlements,0
500,4129UGA,93332,30/12/2012,2012,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,Pokot Ethnic Militia (Kenya),,4,14,Uganda,Teso,Amuria,,Amilmil,2.08333,33.6,1,The Star (Nairobi),UPDF forces pursue Kenyan cattle rustlers and kill two in shoot-out,2
500,4130UGA,93333,2/1/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Uganda,Western,Kibaale,,Kagadi sub-county,0.9606,30.7967,1,The Observer,Police break up demonstration as residents tried to protest against the delayed establishment of new districts in the region,0
500,4131UGA,93334,3/1/2013,2013,1,Violence against civilians,VOMYO: Voice of Movement Youth,NRM: National Resistance Movement,3,Civilians (Uganda),,7,37,Uganda,Central 1,Wakiso,,Kawempe,0.3833,32.55,1,The Observer,Group calling itself Voice Movement of Youth attack former FDC President and Kampala mayor with stones. The group is linked to the ruling NRM,0
500,4132UGA,93335,7/1/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Uganda,East Central,Jinja,,Jinja,0.4244,33.2042,1,The Observer,Activists arrested while distributing leaflets protesting government corruption,0
500,4133UGA,93336,9/1/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Makerere University,0.33333,32.56667,1,New Vision,Students protest after being left off of graduation list,0
500,4134UGA,93337,13/01/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,The Observer,Activists arrested while distributing leaflets protesting government corruption,0
500,4136UGA,93339,13/01/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Uganda,Central 1,Wakiso,,Kyengera,0.29028,32.50139,1,The Observer,Activists arrested while distributing leaflets protesting government corruption,0
500,4135UGA,93338,13/01/2013,2013,1,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Uganda,Central 1,Rakai,,Kyebe,-0.92722,31.66639,1,New Vision,Unidentified attackers murder nine people in the home of a local pastor,0
500,4137UGA,93340,26/01/2013,2013,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Civilians (Uganda),4GC: For God and My Country,7,17,Uganda,Central 1,Kampala,,Bukoto,0.35306,32.6,1,The Observer,"Police attempt to arrest leading figure with civic group 4GC (For God and My Country), after they made plans to stage a demonstration",0
500,4138UGA,93341,26/01/2013,2013,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Civilians (Uganda),4GC: For God and My Country,7,17,Uganda,Central 1,Wakiso,,Kira,0.39667,32.63806,1,The Observer,"Police arrest Besigye and other leading figure with civic group 4GC (For God and My Country), after they made plans to stage a demonstration",0
500,4139UGA,93342,4/2/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Uganda,Central 1,Kampala,,Makerere University,0.33333,32.56667,1,New Vision,Police arrest activists as they distributed fliers protesting government corruption,0
500,4140UGA,93343,5/2/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,New Vision,City traders stage protest over lack of electricity affecting business operations; police seize traders' protest signs,0
500,4141UGA,93344,11/2/2013,2013,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,Central 1,Kampala,,Makerere University,0.33333,32.56667,1,New Vision,Students riot and clash with police over proposed tuition increases,0
500,4142UGA,93345,12/2/2013,2013,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,Central 1,Kampala,,Makerere University,0.33333,32.56667,1,New Vision,Students riot and clash with police over proposed tuition increases,0
500,4143UGA,93346,13/02/2013,2013,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Rioters (Uganda),,5,15,Uganda,Lango,Lira,,Lira,2.235,32.9097,1,The Daily Monitor,Rioting prisoners battle police and guards,0
500,4144UGA,93347,13/02/2013,2013,2,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,South Western,Mbarara,,Nyaihanga,-0.7,30.4,1,The Observer,Residents block roads and clash with police over no electricity,0
500,4145UGA,93348,15/02/2013,2013,2,Riots/Protests,Rioters (Uganda),VOMYO: Voice of Movement Youth,5,,,0,50,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,The Observer,Group calling itself Voice Movement of Youth attack Kampala mayor's office at city hall. The group is linked to the ruling NRM,0
500,4146UGA,93349,18/02/2013,2013,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Rioters (Uganda),,5,15,Uganda,Central 1,Kampala,,Makerere University,0.33333,32.56667,1,New Vision,Students riot and clash with police over proposed tuition increases,0
500,4147UGA,93350,19/02/2013,2013,1,Riots/Protests,Police Forces of Uganda (1986-),,1,Rioters (Uganda),,5,15,Uganda,Central 1,Kampala,,Makerere University,0.33333,32.56667,1,New Vision,Students riot and clash with police over proposed tuition increases,0
500,4148UGA,93351,19/02/2013,2013,1,Violence against civilians,Unidentified Armed Group (Democratic Republic of Congo),,3,Civilians (Uganda),,7,37,Uganda,South Western,Kanungu,,Ishasha,-0.7,29.6333,1,New Vision,"Lone gunman from DRC storms Uganda Wildlife Authority office near border; kills accountant. Several DRC rebel groups have been active in the border areas with Uganda, and it is believed the gunman may be a member of one of these armed groups",1
500,4149UGA,93352,4/3/2013,2013,1,Battle-No change of territory,Unidentified Armed Group (Uganda),,3,Military Forces of Uganda (1986-),,1,13,Uganda,Central 1,Kampala,,Mbuya,0.3275,32.63,1,New Vision,Unidentified gunmen attack army barracks; one attacker killed,1
500,4150UGA,93353,9/3/2013,2013,1,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Uganda,Central 1,Rakai,,Kyotera,-0.61556,31.5175,1,New Vision,Unknown group attacks and mutilates woman in what authorities suspect is a ritual killing,1
500,4151UGA,93354,11/3/2013,2013,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,1,New Vision,Gulu high school students riot over delayed breakfast; police clash with rioters,0
500,4152UGA,93355,14/03/2013,2013,1,Violence against civilians,Rioters (Uganda),,5,Civilians (Uganda),,7,57,Uganda,Elgon,Butaleja,,Busabi,0.76833,33.87333,1,New Vision,"Rioting residents attack teachers and students, claiming that the school was on land that belonged to them",0
500,4153UGA,93356,25/03/2013,2013,1,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Uganda,Central 2,Luwero,,Luwero,0.84917,32.47306,1,New Vision,"Group attacks girl, mutilates her body and steals her body parts in ritual killing",1
500,4154UGA,93357,28/03/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Uganda,East Central,Jinja,,Jinja,0.4244,33.2042,1,The Observer,Residents protest poor condition of roads; police arrest protesters,0
500,4155UGA,93358,7/4/2013,2013,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,South Western,Isingiro,,Mbarara,-0.6583,30.6758,1,New Vision,Police disperse rioting students,0
500,4156UGA,93359,18/04/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kyambogo,0.35028,32.63083,1,New Vision,Students stage protest over poor sanitation conditions,0
500,4157UGA,93360,19/04/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Uganda,Central 1,Kampala,,Kyambogo,0.35028,32.63083,1,New Vision,Students stage protest over poor sanitation conditions; police block striking students,0
500,4159UGA,93362,22/04/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,West Nile,Adjumani,,Arinyapi,3.47224,32.00708,1,East African Business Week,Ugandan traders block border post with South Sudan to protest the way they are treated in South Sudan,0
500,4158UGA,93361,22/04/2013,2013,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,South Western,Isingiro,,Mbarara,-0.6583,30.6758,1,New Vision,Students stage strike and riot over poor sanitation at their university; police intervene to disperse rioters,0
500,4160UGA,93363,23/04/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,West Nile,Adjumani,,Arinyapi,3.47224,32.00708,1,East African Business Week,Ugandan traders block border post with South Sudan to protest the way they are treated in South Sudan,0
500,4161UGA,93364,7/5/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Mulago,0.35,32.58333,1,Daily Monitor,Students stage strike over lack of electricity,0
500,4162UGA,93365,7/5/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 2,Luwero,,Kasana,0.83333,32.51667,1,Daily Monitor,Patients protest over poor treatment at local hospital,0
500,4163UGA,93366,20/05/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,Deutsche Welle,Protests as police raid newspaper offices on orders from the government,0
500,4164UGA,93367,24/05/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kyambogo,0.35028,32.63083,1,Daily Monitor,Students protest over perceived mismanagement of institution,0
500,4165UGA,93368,28/05/2013,2013,1,Violence against civilians,Police Forces of Uganda (1986-),,1,Protesters (Uganda),,6,16,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,Reporters Without Borders,Police assault and tear gas peaceful protesters outside newspaper offices,0
500,4168UGA,93371,29/05/2013,2013,2,Non-violent activity by a conflict actor,M23: March 23 Movement,,2,Police Forces of Uganda (1986-),,1,12,Uganda,South Western,Kiruhura,,Kiruhura,-0.25,30.91667,2,New Vision,Ugandan police arrest man who was actively recruiting Ugandans to join Congolese M23,0
500,4166UGA,93369,29/05/2013,2013,1,Violence against civilians,Police Forces of Uganda (1986-),,1,Protesters (Uganda),,6,16,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,Dow Jones Newswires,Police assault and tear gas peaceful protesters outside newspaper offices,0
500,4167UGA,93370,29/05/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,East Central,Jinja,,Jinja,0.4244,33.2042,1,Daily Monitor,Students stage strike and protest over actions of college administrators,0
500,4169UGA,93372,29/05/2013,2013,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,Western,Hoima,,Kabwoya,1.25861,31.07556,1,Daily Monitor,Mob attacks and sets fire to police post; police intervene and arrest rioters,0
500,4170UGA,93373,30/05/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,Daily Monitor,Protests outside newspaper offices which police shut down earlier in the month,0
500,4171UGA,93374,30/05/2013,2013,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,East Central,Jinja,,Jinja,0.4244,33.2042,1,Daily Monitor,Students stage strike and protest over actions of college administrators,0
500,4172UGA,93375,31/05/2013,2013,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,East Central,Jinja,,Jinja,0.4244,33.2042,1,Daily Monitor,Students riot at college campus; police intervene to disperse rioters,0
500,4173UGA,93376,3/6/2013,2013,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,South Western,Mbarara,,Nyakayojo,-0.63361,30.61306,1,New Vision,Students riot over ban on mini-skirts at school. Police fire teargas to disperse rioters,0
500,4174UGA,93377,10/6/2013,2013,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Uganda,East Central,Kamuli,,Kamuli,0.94722,33.11972,1,Daily Monitor,Fans of local radio DJ riot outside hospital after he was killed by his girlfriend. Police fired shots in the air to disperse the protesters.,0
500,4175UGA,93378,17/06/2013,2013,1,Riots/Protests,Protesters (Uganda),Black Monday Group,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,The Observer,Black Monday group occupies Finance Minister's office to protest heavy taxes and corruption,0
500,4176UGA,93379,20/06/2013,2013,1,Violence against civilians,Police Forces of Uganda (1986-),,1,Protesters (Uganda),Civilians (Uganda),6,16,Uganda,Central 1,Kampala,,Kampala,0.31628,32.58219,1,Daily Monitor,"Police open fire on peaceful protesters, injuring protesters and bystanders",0
500,4177UGA,93380,21/06/2013,2013,1,Non-violent activity by a conflict actor,Police Forces of Uganda (1986-),,1,Protesters (Uganda),DP: Democratic Party,6,16,Uganda,Central 2,Mityana,,Busimbi Gombolola,0.41667,32.08333,1,New Vision,Police block opposition rally and protest from taking place,0
500,4178UGA,93381,22/06/2013,2013,1,Violence against civilians,Pajuru Communal Militia (Uganda),,4,Civilians (Uganda),,7,47,Uganda,West Nile,Arua,,Pajulu,3.0406,30.88829,2,New Vision,Community from Pajuru attack civilians in neighboring village in land dispute; houses torched by the attackers,0
500,4179UGA,93382,23/06/2013,2013,1,Violence against civilians,Pajuru Communal Militia (Uganda),,4,Civilians (Uganda),,7,47,Uganda,West Nile,Arua,,Pajulu,3.0406,30.88829,2,New Vision,Community from Pajuru attack civilians in neighboring village in land dispute; houses torched by the attackers,0
500,4180UGA,93383,24/06/2013,2013,1,Violence against civilians,Pajuru Communal Militia (Uganda),,4,Civilians (Uganda),,7,47,Uganda,West Nile,Arua,,Pajulu,3.0406,30.88829,2,New Vision,Community from Pajuru attack civilians in neighboring village in land dispute; houses torched by the attackers,0
500,4182UGA,93385,25/06/2013,2013,1,Violence against civilians,Pajuru Communal Militia (Uganda),,4,Civilians (Uganda),,7,47,Uganda,West Nile,Arua,,Pajulu,3.0406,30.88829,2,New Vision,Community from Pajuru attack civilians in neighboring village in land dispute; houses torched by the attackers,0
